age,over_all_rating,nationality,club,best_position,potential,height,weight,foot,market_value,contract,cross,stamina,total_stats,weak_foot,skill_moves,attack_work_rate,defence_work_rate,intl_reputation,pace,shooting,passing,dribbling,defense,physical,phys_index,skill_index
26,71,Russia,Lokomotiv Moscow,RB,74,155.45,64.86,Right,2600000.0,2,69,69,1795,3,3,High,Medium,1,76,51,61,69,69,66,70.33,60.33
23,72,Belgium,Royal Antwerp FC,CM,78,155.75,66.22,Right,3900000.0,3,65,83,1965,3,3,High,High,1,61,65,72,70,69,65,69.67,69.0
28,72,Spain,RCD Mallorca,CB,73,188.98,79.83,Right,3000000.0,3,29,90,1666,3,2,Low,High,1,56,36,53,54,73,78,74.67,47.67
25,67,Ghana,Vitória Guimarães,CAM,71,155.45,68.95,Right,975000.0,2,46,50,1747,3,3,Medium,Medium,1,70,51,64,74,60,66,62.0,63.0
23,73,Spain,Manchester City,CAM,80,176.78,68.04,Right,5500000.0,0,60,67,1895,3,3,Medium,Medium,1,66,68,73,74,59,56,63.0,71.67
20,68,England,Charlton Athletic,RM,80,155.75,71.21,Right,1600000.0,0,66,67,1670,3,3,Medium,Medium,1,79,62,63,70,36,56,67.33,65.0
21,70,Wales,Leeds United,ST,81,155.75,74.84,Right,3100000.0,1,62,74,1781,3,3,Medium,Medium,1,78,68,64,73,35,69,73.67,68.33
23,75,Argentina,RCD Espanyol,RM,84,170.69,66.22,Right,10500000.0,3,72,88,1954,4,4,High,Medium,1,89,69,71,79,42,70,82.33,73.0
24,68,France,Napoli,RM,74,182.88,77.11,Right,1200000.0,1,70,73,1830,3,3,Medium,Medium,1,71,63,70,70,43,71,71.67,67.67
21,62,Senegal,Montpellier HSC,LB,72,179.83,62.14,Left,400000.0,0,60,60,1748,3,2,Medium,Medium,1,66,60,61,61,61,54,60.0,60.67
22,69,Cameroon,Deportivo Alavés,CDM,77,179.83,69.85,Right,1500000.0,2,43,69,1816,3,2,Medium,High,1,78,53,63,68,69,68,71.67,61.33
23,69,Spain,CD Leganés,CB,78,182.88,76.2,Right,1500000.0,0,47,53,1601,3,2,Medium,Medium,1,79,36,52,59,69,66,66.0,49.0
22,65,Italy,Trapani,CAM,73,179.83,69.85,Right,775000.0,0,60,65,1829,3,2,Medium,Medium,1,78,56,64,68,60,61,68.0,62.67
25,70,Argentina,Atlanta United,CDM,75,173.74,72.12,Right,2100000.0,0,55,84,1800,2,2,Medium,High,1,58,51,63,63,65,82,74.67,59.0
30,64,Norway,FK Haugesund,GK,65,182.88,74.84,Right,350000.0,0,21,43,1142,2,1,Medium,Medium,1,62,64,63,62,41,62,55.67,63.0
26,67,Netherlands,KFC Uerdingen 05,GK,71,188.98,77.11,Right,725000.0,1,19,44,1173,3,1,Medium,Medium,1,70,61,62,71,44,62,58.67,64.67
23,64,Netherlands,Grenoble Foot 38,CB,70,195.07,73.94,Right,550000.0,1,56,72,1495,2,2,Medium,Medium,1,55,33,51,52,65,71,66.0,45.33
22,58,Switzerland,FC Luzern,CB,71,192.02,83.01,Right,230000.0,0,38,68,1474,3,2,Medium,High,1,50,35,49,50,57,68,62.0,44.67
24,60,Switzerland,FC Lausanne-Sport,RM,66,155.45,68.95,Right,275000.0,0,59,67,1516,3,3,High,Medium,1,79,53,53,63,33,54,66.67,56.33
23,76,Italy,Milan,RB,81,179.83,69.85,Right,9000000.0,1,76,74,1892,3,3,Medium,Medium,1,73,43,67,72,75,66,71.0,60.67
23,67,Germany,SSV Jahn Regensburg,CB,76,188.98,84.82,Left,1100000.0,2,47,75,1607,3,2,Medium,Medium,1,58,42,55,53,68,74,69.0,50.0
22,66,Italy,Cittadella,ST,76,173.74,68.95,Right,1000000.0,1,60,61,1700,3,3,Medium,Medium,1,79,64,58,65,38,55,65.0,62.33
29,66,Australia,Perth Glory,CB,66,198.12,88.0,Right,550000.0,0,27,79,1401,3,2,Medium,Medium,1,45,32,44,45,66,82,68.67,40.33
22,66,England,Rangers FC,CB,77,192.02,78.93,Right,1000000.0,2,29,71,1465,3,2,Medium,Medium,1,67,30,40,42,65,77,71.67,37.33
28,72,Uruguay,Cruz Azul,CM,72,167.64,59.87,Right,3100000.0,0,63,76,1933,3,3,Medium,Medium,1,65,58,70,71,68,66,69.0,66.33
24,67,Argentina,Newell's Old Boys,CB,74,192.02,86.18,Right,975000.0,0,36,67,1451,3,2,Medium,Medium,1,37,33,44,46,69,76,60.0,41.0
24,64,England,Peterborough United,RM,69,170.69,68.04,Right,525000.0,0,65,68,1649,3,3,High,Medium,1,84,49,58,68,54,52,68.0,58.33
30,68,France,Amiens SC,RB,68,182.88,74.84,Right,700000.0,1,67,70,1682,3,2,Low,Medium,1,76,49,58,61,65,66,70.67,56.0
30,69,France,Clermont Foot 63,CAM,69,155.45,73.94,Left,1000000.0,0,75,74,1956,4,3,High,Low,1,70,68,73,68,51,65,69.67,69.67
28,68,France,Olympiacos CFP,GK,70,185.93,77.11,Right,775000.0,0,16,25,1053,2,1,Medium,Medium,1,70,65,68,69,38,65,53.33,67.33
23,59,United States,AC Ajaccio,ST,64,176.78,74.84,Right,210000.0,0,42,55,1509,3,3,Medium,Low,1,76,56,49,59,23,58,63.0,54.67
19,58,Russia,FC Ural Yekaterinburg,CAM,72,179.83,62.14,Right,275000.0,1,48,57,1585,3,3,Medium,Medium,1,60,54,53,59,52,52,56.33,55.33
25,70,Uruguay,San Luis de Quillota,RM,73,167.64,54.88,Right,1600000.0,2,66,71,1715,4,3,High,Low,1,80,63,64,73,33,62,71.0,66.67
21,57,England,Blackburn Rovers,LB,65,155.45,63.96,Left,130000.0,0,48,54,1385,3,2,Medium,Medium,1,70,29,41,55,58,46,56.67,41.67
23,61,Scotland,Morecambe,CB,69,188.98,76.2,Right,325000.0,1,28,66,1384,3,2,Low,Medium,1,55,29,38,44,61,71,64.0,37.0
25,62,France,Falkenbergs FF,CB,64,188.98,79.83,Left,325000.0,0,42,53,1376,2,2,Low,Medium,1,47,28,45,40,64,66,55.33,37.67
24,79,Portugal,Eintracht Frankfurt,ST,84,182.88,78.02,Right,17000000.0,2,59,76,1966,3,4,Medium,Medium,2,71,79,64,79,43,75,74.0,74.0
24,70,Belgium,FC Midtjylland,CB,76,182.88,77.11,Right,2200000.0,2,70,71,1834,4,3,High,Medium,1,73,56,65,67,67,75,73.0,62.67
21,68,Sweden,Bologna,CAM,82,185.93,77.11,Right,1900000.0,2,68,68,1845,3,3,Medium,Medium,1,77,65,69,73,52,66,70.33,69.0
25,60,Argentina,Club Atlético Tigre,CAM,65,179.83,71.21,Left,275000.0,1,33,58,1477,2,2,Medium,Medium,1,79,59,48,65,17,53,63.33,57.33
25,70,Argentina,Vélez Sarsfield,CDM,73,155.75,69.85,Right,2200000.0,2,57,87,1943,3,3,Medium,Medium,1,73,61,66,70,70,70,76.67,65.67
26,73,Ivory Coast,Côte d'Ivoire,ST,75,155.75,78.02,Right,0.0,0,59,77,1848,3,3,High,Medium,1,77,73,59,72,39,74,76.0,68.0
23,65,Belgium,Sint-Truidense VV,CB,70,188.98,83.91,Right,650000.0,4,27,66,1385,3,2,Medium,Medium,1,53,25,47,46,66,70,63.0,39.33
24,67,England,Brentford,CB,73,198.12,74.84,Right,950000.0,3,35,73,1533,2,2,High,Medium,1,55,32,48,55,66,77,68.33,45.0
23,57,Switzerland,BSC Young Boys,GK,65,182.88,79.83,Right,120000.0,0,12,44,1065,2,1,Medium,Medium,1,63,52,53,60,47,51,52.67,55.0
23,73,Morocco,Standard de Liège,CAM,79,185.93,82.1,Right,5500000.0,2,66,76,1947,3,3,Medium,Medium,1,69,73,71,75,56,68,71.0,73.0
24,72,France,FC Metz,CB,78,185.93,77.11,Right,3900000.0,3,49,82,1815,2,2,High,High,1,64,48,61,69,70,80,75.33,59.33
23,64,Germany,MSV Duisburg,RM,70,155.75,69.85,Right,625000.0,0,58,70,1607,3,3,Medium,Medium,1,79,53,56,67,38,56,68.33,58.67
26,67,Nigeria,Atiker Konyaspor,ST,69,185.93,78.02,Right,925000.0,0,43,81,1670,3,2,High,Low,1,79,67,47,64,29,78,79.33,59.33
25,74,Mexico,Pachuca,CAM,78,179.83,81.19,Right,7000000.0,2,63,75,2047,3,3,High,High,1,75,72,73,75,69,71,73.67,73.33
27,70,Spain,Dinamo Bucureşti,LM,70,155.45,72.12,Right,1900000.0,1,69,75,1851,4,3,High,Medium,1,71,71,66,69,49,65,70.33,68.67
22,66,Spain,UD Las Palmas,CDM,75,192.02,87.09,Right,975000.0,1,59,74,1753,3,2,High,Medium,1,54,48,64,66,68,70,66.0,59.33
26,69,Iceland,Real Oviedo,RWB,72,179.83,69.85,Right,1100000.0,0,64,88,1741,2,2,High,Medium,1,82,44,60,62,62,68,79.33,55.33
23,67,Belgium,Racing Santander,CDM,74,182.88,73.94,Right,975000.0,0,47,70,1728,3,2,Medium,Medium,1,69,43,58,64,66,70,69.67,55.0
30,69,Algeria,Abha Club,CB,69,195.07,83.91,Right,850000.0,0,31,69,1518,2,2,Medium,High,1,49,26,54,53,68,77,65.0,44.33
25,68,Gambia,CF Fuenlabrada,LM,69,182.88,79.83,Right,1100000.0,2,58,72,1628,3,2,Medium,Medium,1,89,63,56,67,22,69,76.67,62.0
22,60,Denmark,Wolverhampton Wanderers,RWB,70,155.75,73.03,Right,300000.0,2,57,65,1519,3,3,High,Medium,1,68,35,55,62,53,54,62.33,50.67
31,66,Denmark,Lyngby BK,ST,66,176.78,71.21,Right,575000.0,0,49,69,1696,3,2,High,Medium,1,87,62,51,71,20,71,75.67,61.33
28,67,Turkey,Denizlispor,LB,67,188.98,84.82,Left,650000.0,0,59,77,1798,3,3,Medium,Medium,1,73,49,61,65,64,73,74.33,58.33
22,68,Senegal,Sporting Lokeren,CB,74,188.98,79.83,Right,1000000.0,0,43,65,1665,5,3,Medium,Medium,1,74,42,52,66,64,76,71.67,53.33
23,63,Germany,DSC Arminia Bielefeld,GK,73,192.02,82.1,Right,475000.0,0,17,23,989,3,1,Medium,Medium,1,65,59,60,64,36,63,50.33,61.0
28,74,Austria,1. FSV Mainz 05,ST,74,188.98,84.82,Right,6000000.0,1,71,74,1926,3,3,High,Medium,1,75,71,66,74,56,76,75.0,70.33
24,65,England,Birmingham City,RB,71,179.83,68.04,Right,650000.0,0,63,65,1712,3,2,Medium,Medium,1,77,50,59,64,61,63,68.33,57.67
27,64,Denmark,Lyngby BK,CAM,65,188.98,83.91,Right,525000.0,1,62,74,1669,4,3,Medium,Medium,1,71,58,62,65,49,69,71.33,61.67
31,66,Uruguay,Peñarol,CB,66,188.98,83.01,Right,475000.0,0,36,49,1461,3,2,Medium,Medium,1,43,38,49,50,66,66,52.67,45.67
23,69,Northern Ireland,Burnley,GK,77,195.07,73.03,Left,1200000.0,3,14,40,1237,2,1,Medium,Medium,1,72,65,72,73,52,64,58.67,70.0
25,73,Nigeria,Çaykur Rizespor,CAM,75,179.83,72.12,Right,4900000.0,1,66,72,1866,3,4,High,Low,1,81,66,68,77,46,71,74.67,70.33
22,66,Belgium,DSC Arminia Bielefeld,CB,73,182.88,82.1,Right,825000.0,2,63,56,1633,2,2,Medium,Medium,1,73,40,58,64,65,67,65.33,54.0
25,65,Netherlands,Fortuna Sittard,CDM,67,173.74,68.95,Left,650000.0,0,59,73,1768,2,3,Medium,High,1,62,54,63,65,65,69,68.0,60.67
23,64,Wales,Peterborough United,RM,70,155.45,79.83,Right,625000.0,2,60,73,1761,4,3,Medium,Medium,1,82,59,61,66,55,61,72.0,62.0
26,72,South Africa,Orlando Pirates,RW,72,167.64,59.87,Right,3300000.0,4,73,59,1810,4,3,High,Medium,1,78,69,69,72,46,54,63.67,70.0
32,67,South Africa,Orlando Pirates,LW,67,170.69,63.96,Right,600000.0,0,68,52,1694,3,3,High,Medium,1,69,64,64,70,44,57,59.33,66.0
23,62,Netherlands,PEC Zwolle,GK,69,192.02,69.85,Right,325000.0,0,10,40,1038,2,1,Medium,Medium,1,60,62,60,66,34,63,54.33,62.67
24,68,Portugal,CD Nacional,CAM,72,155.75,73.94,Left,1000000.0,2,65,64,1838,3,3,High,Medium,1,68,63,62,71,61,66,66.0,65.33
26,73,Brazil,Inter,LWB,73,155.75,69.85,Left,4300000.0,2,76,78,1934,3,3,Medium,Medium,1,89,57,68,75,69,69,78.67,66.67
23,69,Greece,AZ Alkmaar,CB,74,155.75,73.94,Right,1300000.0,3,56,73,1767,3,2,Medium,Medium,1,68,52,65,61,68,71,70.67,59.33
22,69,Trinidad &amp; Tobago,AEK Athens,CAM,75,182.88,72.12,Left,1400000.0,4,65,51,1614,3,3,Medium,Medium,1,80,59,64,75,25,49,60.0,66.0
23,73,Netherlands,Udinese,CDM,78,155.45,72.12,Left,4700000.0,0,67,79,1901,3,3,Medium,Medium,1,71,53,70,72,69,72,74.0,65.0
24,66,Netherlands,Toulouse Football Club,CM,71,192.02,83.01,Right,850000.0,4,67,70,1869,3,3,High,Medium,1,65,65,69,63,61,73,69.33,65.67
21,60,England,Southampton,CAM,73,179.83,69.85,Right,400000.0,1,40,69,1578,3,2,Medium,Medium,1,61,58,57,62,45,67,65.67,59.0
24,79,Kosovo,SV Werder Bremen,CAM,85,155.45,73.03,Right,17500000.0,1,76,76,2030,4,4,High,Medium,1,88,79,74,84,46,65,76.33,79.0
21,65,Germany,Fortuna Düsseldorf,CB,76,155.75,78.02,Right,875000.0,0,35,69,1578,2,2,Medium,High,1,63,29,52,60,66,67,66.33,47.0
24,68,Germany,Eintracht Braunschweig,LWB,74,179.83,73.94,Left,1100000.0,0,65,79,1719,2,3,Medium,Medium,1,75,38,60,67,63,66,73.33,55.0
22,62,Germany,Willem II,CAM,71,155.45,72.12,Right,475000.0,1,60,63,1688,3,3,High,High,1,72,54,63,64,52,55,63.33,60.33
23,59,France,FC Argeș,CB,64,192.02,88.9,Left,190000.0,0,50,63,1547,2,2,Medium,Medium,1,77,35,51,59,57,68,69.33,48.33
26,72,Uruguay,Puebla FC,RM,73,179.83,74.84,Right,3700000.0,1,62,71,1817,3,4,High,Medium,1,86,66,63,75,31,74,77.0,68.0
23,56,England,Cambridge United,CB,67,188.98,82.1,Right,140000.0,0,23,57,1255,3,2,High,Medium,1,54,24,34,30,57,64,58.33,29.33
22,61,Brazil,Amiens SC,LW,72,173.74,72.12,Left,425000.0,0,42,53,1533,3,3,Medium,Medium,1,69,63,54,68,19,48,56.67,61.67
21,59,Germany,SSV Jahn Regensburg,CB,74,182.88,78.93,Right,325000.0,1,28,52,1352,2,2,Low,Medium,1,60,25,40,42,62,57,56.33,35.67
23,61,Germany,SC Verl,CB,68,192.02,79.83,Right,325000.0,1,31,57,1346,5,2,Medium,High,1,54,24,42,52,61,66,59.0,39.33
21,72,Greece,Willem II,ST,77,185.93,82.1,Right,4300000.0,1,58,77,1835,4,3,High,Medium,1,74,73,57,68,42,78,76.33,66.0
22,58,England,Shrewsbury,ST,67,179.83,64.86,Right,200000.0,2,36,63,1435,3,2,Medium,Medium,1,77,55,42,61,30,59,66.33,52.67
21,64,France,AJ Auxerre,RB,75,176.78,67.13,Right,700000.0,2,70,53,1649,3,2,Medium,Medium,1,71,49,55,66,61,55,59.67,56.67
22,62,France,FC Chambly Oise,CM,69,179.83,71.21,Right,400000.0,1,58,58,1654,3,3,Medium,Medium,1,59,46,62,66,60,51,56.0,58.0
30,68,Argentina,CD Universidad de Concepción,CDM,68,179.83,68.04,Right,825000.0,0,62,80,1738,3,2,Medium,Medium,1,54,44,67,63,62,77,70.33,58.0
27,68,Netherlands,Sparta Rotterdam,CM,69,182.88,82.1,Right,1000000.0,0,70,80,1857,4,3,High,Medium,1,65,62,70,65,58,80,75.0,65.67
25,76,Brazil,VfL Wolfsburg,RWB,80,173.74,67.13,Right,8500000.0,1,77,74,1919,3,3,High,Low,1,73,50,69,77,72,69,72.0,65.33
24,63,Poland,Raków Częstochowa,ST,67,195.07,88.0,Left,500000.0,1,35,77,1532,2,3,Medium,Medium,1,88,59,47,58,24,70,78.33,54.67
22,59,Poland,Warta Poznań,RB,65,155.45,71.21,Right,190000.0,0,52,60,1549,3,2,Medium,Medium,1,65,42,51,54,56,62,62.33,49.0
28,58,Poland,Podbeskidzie Bielsko-Biała,GK,60,188.98,82.1,Right,110000.0,0,18,30,1055,4,1,Medium,Medium,1,62,54,58,59,37,56,49.33,57.0
24,69,France,FC Metz,CB,76,155.45,68.04,Left,1300000.0,3,64,64,1734,3,2,High,Medium,1,70,40,59,67,67,68,67.33,55.33
24,78,Switzerland,Borussia Dortmund,CB,84,188.98,91.17,Right,13000000.0,1,53,72,1908,3,2,Medium,Medium,2,77,47,68,71,80,76,75.0,62.0
24,66,Republic of Ireland,Atlanta United,LM,72,176.78,63.96,Left,875000.0,0,66,64,1681,2,3,High,Medium,1,88,57,59,69,52,45,65.67,61.67
27,69,Romania,Chievo Verona,RM,69,185.93,82.1,Right,1100000.0,1,71,85,1926,3,3,High,High,1,82,59,63,68,68,80,82.33,63.33
19,52,Germany,Hertha BSC,RM,65,182.88,78.93,Right,90000.0,0,46,60,1478,4,2,Medium,Medium,1,60,40,51,56,49,62,60.67,49.0
26,71,Switzerland,CD Leganés,LM,71,155.75,74.84,Right,2500000.0,0,68,72,1731,4,3,High,Low,1,83,64,65,73,38,63,72.67,67.33
23,83,Switzerland,Borussia Mönchengladbach,CDM,87,192.02,79.83,Right,30500000.0,1,68,80,2066,3,3,Medium,Medium,1,83,64,75,77,81,85,82.67,72.0
22,70,Wales,Swansea City,CB,79,195.07,76.2,Right,2500000.0,1,34,62,1500,4,2,Medium,Medium,1,55,29,48,56,70,70,62.33,44.33
24,65,Germany,1. FC Kaiserslautern,LB,70,182.88,79.83,Right,650000.0,1,64,78,1728,3,2,High,Medium,1,75,60,59,65,57,71,74.67,61.33
23,64,England,Bristol Rovers,CM,72,155.75,69.85,Right,650000.0,2,61,69,1775,3,2,Medium,Medium,1,63,61,66,63,54,60,64.0,63.33
24,69,Uruguay,Fenerbahçe SK,CB,73,188.98,84.82,Right,1200000.0,2,50,61,1770,3,2,High,Medium,1,63,54,59,68,69,70,64.67,60.33
24,69,Germany,1. FC Nürnberg,ST,74,155.45,74.84,Right,1400000.0,4,65,66,1735,3,3,Medium,Medium,1,76,69,60,70,35,62,68.0,66.33
22,60,Wales,Forest Green Rovers,GK,69,185.93,69.85,Right,250000.0,0,14,20,1076,3,1,Medium,Medium,1,60,58,57,63,57,58,46.0,59.33
30,71,Italy,Spezia,CM,71,182.88,76.2,Right,2200000.0,0,66,80,1922,4,3,High,Medium,1,77,65,71,72,61,70,75.67,69.33
24,69,Germany,1. FC Heidenheim 1846,CB,75,182.88,81.19,Left,1300000.0,2,62,68,1672,3,2,Medium,Medium,1,73,39,56,61,68,69,70.0,52.0
23,66,Germany,KFC Uerdingen 05,CDM,72,155.45,77.11,Right,800000.0,1,54,82,1792,3,3,Medium,High,1,76,53,61,65,60,73,77.0,59.67
23,69,Germany,SV Darmstadt 98,RM,75,155.75,69.85,Right,1400000.0,1,63,85,1658,3,3,High,Medium,1,85,64,60,71,25,57,75.67,65.0
29,71,Russia,SV Sandhausen,CB,71,195.07,88.9,Left,2000000.0,2,30,63,1440,3,2,Low,High,1,51,30,42,41,72,79,64.33,37.67
24,72,Venezuela,Nashville SC,ST,77,192.02,84.82,Right,4200000.0,0,46,79,1650,2,3,High,Medium,1,64,69,52,70,31,76,73.0,63.67
30,71,Brazil,Antalyaspor,RM,71,176.78,66.22,Right,2200000.0,0,67,72,1786,3,4,High,Medium,1,91,68,62,72,33,65,76.0,67.33
23,62,Wales,Newport County,RWB,66,155.45,78.02,Right,350000.0,0,59,60,1484,2,2,Medium,Medium,1,71,28,51,58,59,63,64.67,45.67
23,70,Sweden,DSC Arminia Bielefeld,GK,76,201.17,82.1,Right,1800000.0,2,18,43,1119,3,1,Medium,Medium,1,73,67,66,70,35,72,62.67,67.67
23,68,Switzerland,FC Sion,CM,77,188.98,83.91,Right,1400000.0,1,68,66,1826,3,3,Medium,Medium,1,57,57,72,63,62,70,64.33,64.0
22,69,Brazil,FC Barcelona,CAM,77,155.75,68.04,Left,1500000.0,4,60,69,1741,3,4,Medium,Medium,1,69,59,66,76,35,58,65.33,67.0
22,73,United States,Fulham,LB,82,182.88,69.85,Left,5500000.0,3,65,76,1726,3,3,High,Medium,1,87,39,50,72,70,69,77.33,53.67
23,65,England,Blackpool,CB,72,155.75,63.96,Left,675000.0,1,50,64,1537,2,2,Medium,High,1,62,36,48,52,65,70,65.33,45.33
23,68,Spain,CD Mirandés,CAM,73,188.98,79.83,Right,1100000.0,0,65,69,1702,3,2,Medium,Medium,1,55,63,67,69,44,61,61.67,66.33
22,63,Germany,Viktoria Köln,CDM,70,155.45,77.11,Right,475000.0,0,50,72,1623,4,2,Medium,Medium,1,59,44,57,60,62,64,65.0,53.67
22,63,Germany,SV Waldhof Mannheim,LM,72,170.69,71.21,Left,575000.0,0,63,61,1677,3,3,Medium,Medium,1,77,53,63,71,38,50,62.67,62.33
31,65,Japan,Nagoya Grampus,ST,65,185.93,74.84,Right,475000.0,0,54,50,1692,3,3,Medium,Medium,1,48,63,63,64,55,66,54.67,63.33
31,76,Spain,Levante UD,RB,76,179.83,73.94,Right,5500000.0,0,79,88,1977,3,3,High,Medium,1,73,58,74,69,72,74,78.33,67.0
26,70,Spain,Club Necaxa,CB,74,195.07,88.0,Left,2000000.0,0,43,65,1615,3,2,Medium,High,1,38,46,56,48,70,75,59.33,50.0
25,68,Spain,CE Sabadell FC,CM,74,182.88,76.2,Right,1100000.0,1,68,73,1836,3,3,Medium,Medium,1,53,55,69,67,65,69,65.0,63.67
26,65,Turkey,Sunderland,CB,67,192.02,79.83,Right,575000.0,0,31,64,1548,3,2,Medium,Medium,1,50,46,49,51,64,73,62.33,48.67
22,64,England,Rochdale,ST,71,185.93,91.17,Right,650000.0,1,53,68,1669,3,2,Medium,Medium,1,70,65,52,64,35,71,69.67,60.33
23,58,England,Carlisle United,GK,63,195.07,94.8,Right,130000.0,1,14,25,949,3,1,Medium,Medium,1,58,60,55,56,24,56,46.33,57.0
22,61,England,Walsall,ST,69,195.07,88.9,Right,375000.0,0,43,74,1591,3,3,Medium,Medium,1,72,58,49,60,38,76,74.0,55.67
22,61,England,Lincoln City,CDM,70,176.78,74.84,Left,375000.0,1,54,82,1731,3,2,Medium,Medium,1,71,45,58,63,60,68,73.67,55.33
22,64,United States,Heracles Almelo,CAM,73,155.45,68.04,Left,700000.0,1,50,53,1570,3,3,Medium,Medium,1,68,52,61,69,41,42,54.33,60.67
23,64,England,Port Vale,RM,73,173.74,67.13,Right,700000.0,0,62,69,1629,2,3,Medium,Medium,1,77,59,59,66,31,46,64.0,61.33
28,69,Egypt,New York Red Bulls,CB,69,192.02,88.0,Left,925000.0,0,63,72,1629,3,2,Medium,High,1,62,39,46,62,69,77,70.33,49.0
26,74,Portugal,SC Braga,CAM,75,182.88,77.11,Right,6500000.0,2,76,76,1973,3,4,Medium,Medium,1,66,76,76,77,49,68,70.0,76.33
25,67,France,Málaga CF,CAM,70,155.45,73.03,Left,950000.0,0,65,44,1602,3,3,High,Low,1,72,60,61,74,31,47,54.33,65.0
22,51,Guyana,Cambridge United,GK,60,204.22,86.18,Right,45000.0,1,9,32,902,2,1,Medium,Medium,1,52,50,49,53,40,49,44.33,50.67
23,72,Netherlands,RSC Anderlecht,ST,77,192.02,81.19,Right,4200000.0,3,64,74,1869,4,3,High,Medium,1,67,74,69,69,47,66,69.0,70.67
23,64,Denmark,SønderjyskE,CB,72,185.93,83.01,Right,600000.0,1,65,73,1577,3,2,Medium,High,1,60,33,54,54,63,73,68.67,47.0
24,62,Italy,Ascoli,CAM,69,176.78,67.13,Right,400000.0,0,52,62,1716,3,3,Medium,High,1,59,51,59,66,56,61,60.67,58.67
28,68,Chile,Universidad de Chile,GK,70,182.88,83.91,Right,775000.0,0,11,36,1150,2,1,Medium,Medium,1,67,68,62,71,41,67,56.67,67.0
23,70,France,Brescia,ST,79,182.88,74.84,Right,2800000.0,1,36,73,1672,3,3,High,Low,1,82,68,52,66,24,71,75.33,62.0
23,71,Portugal,AS Monaco,CAM,76,182.88,78.02,Left,3200000.0,1,65,72,1859,4,4,High,High,1,74,66,67,74,55,65,70.33,69.0
23,70,Italy,SPAL,RB,77,155.45,69.85,Right,2200000.0,1,67,74,1725,3,2,High,Medium,1,70,47,58,67,68,62,68.67,57.33
26,64,Chile,Unión La Calera,CM,67,155.45,68.04,Right,550000.0,3,59,76,1772,3,2,Medium,Medium,1,66,60,60,63,60,71,71.0,61.0
27,68,Paraguay,CD Huachipato,ST,68,173.74,69.85,Left,950000.0,0,58,74,1730,3,3,High,Medium,1,88,66,58,69,25,67,76.33,64.33
27,74,Chile,Chile,LM,74,164.59,58.06,Right,6000000.0,1,70,90,1806,3,3,High,Medium,1,84,66,65,77,35,69,81.0,69.33
23,66,Germany,Holstein Kiel,CAM,74,155.45,68.04,Right,950000.0,2,56,75,1728,4,3,Medium,Medium,1,73,54,64,68,48,57,68.33,62.0
27,68,Portugal,Santa Clara,RW,68,173.74,66.22,Right,925000.0,2,64,66,1941,4,3,High,Medium,1,82,67,67,76,61,56,68.0,70.0
23,72,Germany,VfB Stuttgart,CB,79,188.98,74.84,Right,4000000.0,3,42,76,1769,3,3,Medium,Medium,1,66,46,57,65,74,75,72.33,56.0
24,65,Germany,Barnsley,RM,70,155.45,69.85,Right,725000.0,1,64,72,1709,3,3,Medium,Medium,1,71,59,65,68,37,60,67.67,64.0
24,72,Germany,Hertha BSC,RB,78,182.88,76.2,Right,3800000.0,1,65,74,1692,3,3,High,Medium,1,82,46,56,68,69,66,74.0,56.67
28,64,Mexico,Querétaro,CM,64,179.83,69.85,Right,450000.0,4,64,72,1815,4,2,Low,High,1,68,59,64,63,62,66,68.67,62.0
24,69,Guinea Bissau,CD Tondela,RB,77,176.78,64.86,Right,1400000.0,1,48,85,1781,2,2,Medium,High,1,73,44,57,68,70,65,74.33,56.33
23,62,Denmark,Randers FC,CM,68,155.75,73.94,Right,400000.0,1,51,66,1646,3,2,Medium,Medium,1,62,51,60,64,57,60,62.67,58.33
29,64,Austria,SV Mattersburg,CB,64,192.02,81.19,Right,375000.0,0,28,66,1341,3,2,Medium,Medium,1,42,27,42,40,63,73,60.33,36.33
23,68,Spain,FC Hermannstadt,RM,76,176.78,71.21,Right,1300000.0,0,70,64,1727,4,3,Medium,Medium,1,80,59,64,71,51,49,64.33,64.67
25,77,Spain,Real Valladolid CF,CAM,79,176.78,63.05,Right,11000000.0,2,75,63,1892,4,4,High,Medium,1,77,64,75,82,52,51,63.67,73.67
25,68,Portugal,CD Nacional,CM,73,155.75,66.22,Right,1200000.0,2,66,72,1824,3,3,Medium,Medium,1,64,57,68,70,61,67,67.67,65.0
27,70,Ukraine,Shakhtar Donetsk,CDM,73,155.75,82.1,Right,1900000.0,0,63,60,1897,3,3,Medium,Medium,1,71,65,66,68,67,67,66.0,66.33
26,63,Ukraine,Vejle Boldklub,LM,64,182.88,76.2,Right,425000.0,0,59,63,1664,3,3,High,Medium,1,82,57,57,66,33,60,68.33,60.0
24,73,Ukraine,Shakhtar Donetsk,CB,80,155.75,76.2,Left,5000000.0,4,66,74,1745,2,2,Medium,Medium,1,74,43,59,59,74,74,74.0,53.67
21,64,Chile,Audax Italiano,CAM,77,179.83,72.12,Left,875000.0,4,59,68,1644,3,2,Medium,Medium,1,71,51,67,64,34,59,66.0,60.67
24,67,Argentina,Gimnasia y Esgrima La Plata,ST,72,176.78,68.04,Right,1000000.0,0,55,63,1679,3,3,Medium,Low,1,78,66,59,68,35,61,67.33,64.33
